screening_date,theater_id,movie_id,screening_time,tickets_sold,revenue
06/04/2024,71,406,12:34,101,4022
28/07/2024,18,349,19:05,439,1222
25/06/2024,49,189,19:26,146,2792
27/07/2024,22,104,13:53,355,3032
26/08/2024,25,250,12:53,371,5198
04/04/2024,41,551,19:56,240,2843
21/05/2024,8,381,12:25,123,3200
28/08/2024,10,65,11:42,346,3348
24/07/2024,35,8,19:13,284,1562
25/07/2024,45,60,13:24,185,3960
19/04/2024,56,471,11:06,401,1798
15/03/2024,60,451,20:45,116,4871
11/05/2024,82,142,17:43,307,4912
10/08/2024,7,383,9:06,403,1668
09/05/2024,75,156,13:21,276,4018
30/04/2024,62,411,18:06,206,3890
02/07/2024,65,374,20:04,245,1871
25/04/2024,5,1,12:31,203,2909
11/04/2024,24,389,12:46,146,2153
17/05/2024,7,513,13:06,93,1822
06/05/2024,55,64,18:45,368,3324
14/05/2024,23,221,14:19,314,2725
08/09/2024,72,251,11:07,256,2008
12/07/2024,55,297,20:18,129,3797
09/06/2024,15,63,11:18,325,2467
14/09/2024,25,62,10:11,198,3650
10/03/2024,13,570,16:49,225,2890
12/04/2024,42,275,19:36,438,4062
09/09/2024,1,205,14:31,426,2872
26/07/2024,80,99,15:34,209,3332
04/04/2024,15,438,11:00,50,3649
21/08/2024,68,126,13:22,413,2279
03/06/2024,60,422,10:16,320,1207
07/06/2024,32,555,18:27,113,2040
31/08/2024,12,223,17:49,432,3873
07/05/2024,66,362,19:19,124,2605
11/03/2024,19,577,12:19,342,5794
09/03/2024,21,256,13:40,94,3118
26/05/2024,28,579,15:41,460,5791
23/05/2024,24,458,14:30,174,4466
01/07/2024,41,305,18:03,262,1748
20/05/2024,71,202,18:46,396,4238
04/09/2024,79,282,14:33,187,1096
04/04/2024,21,435,17:09,68,3392
08/09/2024,77,543,9:33,73,3372
06/08/2024,65,80,16:48,462,1280
02/08/2024,47,150,11:47,115,3391
11/07/2024,46,381,11:51,220,2453
05/05/2024,3,487,18:13,37,5367
29/05/2024,30,392,13:21,126,1157
27/06/2024,44,239,19:07,422,2758
23/06/2024,9,83,16:03,193,1532
30/06/2024,42,425,12:29,368,4291
18/05/2024,14,120,18:17,224,3529
23/06/2024,70,15,19:00,60,5075
15/07/2024,39,579,13:01,469,2069
15/08/2024,37,240,17:34,400,2746
14/05/2024,76,239,18:49,70,5717
15/05/2024,24,429,18:55,275,4151
27/06/2024,21,568,10:09,50,4459
04/04/2024,54,214,14:53,123,4211
21/07/2024,17,540,19:14,153,2987
26/03/2024,20,564,10:52,325,3513
23/05/2024,1,59,19:06,237,2305
25/06/2024,5,392,15:54,59,3342
23/02/2024,30,579,20:43,179,2780
28/04/2024,33,502,14:36,466,3034
12/06/2024,22,116,12:11,447,1359
12/04/2024,63,41,12:30,410,4386
14/06/2024,40,456,14:26,173,4356
25/06/2024,34,414,18:11,457,3353
28/02/2024,80,357,17:52,179,2817
28/06/2024,34,300,16:13,33,2968
30/05/2024,19,24,9:02,122,3708
29/07/2024,4,494,11:15,267,1901
16/03/2024,76,363,16:01,470,3882
11/03/2024,10,323,9:16,79,2809
05/05/2024,23,421,15:35,435,1681
01/07/2024,23,398,9:59,46,1349
09/04/2024,9,156,12:19,349,1653
24/02/2024,65,528,15:50,433,3126
27/03/2024,83,421,14:22,335,1697
24/04/2024,74,237,18:18,385,2000
11/09/2024,31,155,12:16,43,3402
24/07/2024,77,382,10:43,136,4977
02/05/2024,84,419,17:12,216,1429
29/06/2024,50,255,15:20,260,5351
10/09/2024,26,218,19:15,401,4282
13/06/2024,26,248,18:58,57,2321
13/09/2024,32,77,10:25,341,4431
12/09/2024,73,126,18:28,466,2364
01/08/2024,26,116,14:21,31,3438
06/04/2024,61,529,11:38,172,1845
02/07/2024,21,489,16:43,400,2429
27/07/2024,9,533,13:31,399,3344
10/05/2024,40,115,11:08,46,2397
16/08/2024,49,492,10:02,84,2117
15/08/2024,41,130,9:28,204,5557
25/07/2024,82,96,13:01,181,2183
05/03/2024,7,446,17:43,451,4082
31/07/2024,54,318,10:24,322,990
13/07/2024,48,217,10:57,35,3880
07/03/2024,31,453,12:07,473,2535
09/09/2024,57,231,10:58,380,4757
28/08/2024,34,493,17:10,473,2498
09/03/2024,49,531,14:13,161,4003
20/06/2024,58,84,15:57,300,4892
28/04/2024,7,341,17:11,218,3697
29/07/2024,44,34,18:41,143,2655
11/03/2024,64,167,14:54,429,2844
01/09/2024,9,564,20:58,340,3643
21/07/2024,55,156,17:06,382,2548
07/04/2024,73,197,10:21,224,5240
27/03/2024,55,541,11:33,285,2390
01/07/2024,47,253,19:32,37,3271
19/06/2024,77,270,19:35,91,4394
13/09/2024,80,507,11:51,282,1185
27/07/2024,79,213,18:02,46,3049
26/08/2024,82,174,19:17,394,5494
01/03/2024,6,238,10:17,57,3079
31/07/2024,51,132,13:55,212,3434
26/06/2024,77,112,11:18,159,4136
06/04/2024,25,68,15:36,231,3911
25/04/2024,21,305,19:49,73,1020
07/08/2024,19,439,14:34,63,3149
16/04/2024,82,382,16:36,302,2666
18/05/2024,5,360,11:23,445,2076
11/06/2024,12,304,10:53,365,3107
03/04/2024,48,343,17:52,128,4307
12/05/2024,54,122,9:12,180,5474
20/04/2024,24,415,16:32,31,2195
04/03/2024,48,14,19:02,155,5336
10/03/2024,4,346,12:39,251,3831
21/08/2024,14,252,16:16,451,2067
18/06/2024,22,486,16:08,329,5313
19/05/2024,28,253,14:12,217,4105
10/03/2024,24,367,15:16,470,989
10/03/2024,37,281,14:12,112,2479
21/03/2024,39,308,14:40,255,3707
07/06/2024,49,573,20:00,287,5293
28/06/2024,13,304,16:52,112,2010
19/04/2024,47,391,12:15,387,3602
22/03/2024,25,517,10:03,164,4914
16/03/2024,82,490,19:38,80,2246
04/09/2024,54,237,19:42,77,4976
04/03/2024,68,88,10:04,382,2528
30/06/2024,76,450,13:04,109,3988
16/06/2024,77,235,12:14,318,1353
21/08/2024,75,76,14:21,316,4157
08/08/2024,71,410,18:04,35,1951
09/05/2024,59,544,16:57,283,4461
06/03/2024,1,3,13:44,88,5142
01/07/2024,12,44,10:42,339,4457
03/08/2024,34,525,10:41,49,3829
10/04/2024,22,232,15:39,230,1908
14/07/2024,13,201,17:50,204,1200
01/07/2024,40,14,20:43,385,2753
23/02/2024,45,33,11:34,157,2747
11/07/2024,5,517,16:25,169,2433
14/03/2024,61,71,9:04,468,3964
19/05/2024,58,482,20:52,225,3944
17/03/2024,69,450,15:06,351,3959
08/06/2024,21,566,17:38,287,5781
26/04/2024,20,426,13:31,34,4814
04/04/2024,77,190,12:15,270,2462
16/08/2024,7,366,16:23,422,4361
14/05/2024,61,137,16:15,50,4872
19/04/2024,1,318,10:19,150,4461
08/08/2024,17,207,18:14,50,903
03/03/2024,39,538,18:04,334,3268
03/06/2024,55,154,17:30,213,1667
25/06/2024,5,475,10:57,438,941
03/06/2024,31,266,18:27,95,3661
13/06/2024,18,400,19:18,347,5762
16/09/2024,73,298,10:15,437,2267
14/09/2024,8,532,12:41,397,2146
18/07/2024,47,560,16:26,252,3564
26/07/2024,57,134,9:19,326,5462
04/04/2024,74,245,12:16,280,4978
26/03/2024,28,516,11:12,110,4831
20/05/2024,68,200,18:13,79,3547
16/09/2024,33,108,9:03,405,5743
30/04/2024,29,182,9:01,63,1239
07/04/2024,84,384,20:58,278,3403
11/06/2024,9,86,12:48,263,2404
16/06/2024,20,460,19:38,196,3274
01/07/2024,72,428,14:23,62,2291
31/05/2024,54,500,15:18,41,1524
20/05/2024,1,169,12:14,148,3028
09/07/2024,57,30,12:53,365,5743
17/07/2024,73,166,9:52,144,1843
26/07/2024,29,132,13:53,228,2775
20/07/2024,74,64,10:19,397,4700
24/06/2024,80,506,9:41,87,3171
05/03/2024,21,492,14:24,299,2682
26/06/2024,64,82,16:46,79,1046
05/04/2024,68,291,13:16,331,2643
17/04/2024,43,399,20:51,47,2304
24/05/2024,23,392,11:19,206,5514
27/07/2024,31,245,12:13,256,4439
13/09/2024,41,109,18:35,134,3792
06/09/2024,3,58,14:34,42,1789
14/08/2024,20,98,16:28,333,3546
12/04/2024,66,539,15:58,183,4031
17/09/2024,66,78,13:44,145,4137
07/07/2024,46,317,16:22,72,3318
08/06/2024,69,370,13:16,214,3645
09/08/2024,44,518,17:55,412,2608
12/09/2024,4,510,16:09,450,1662
23/02/2024,54,168,10:00,43,5509
21/04/2024,46,104,11:38,64,1340
29/08/2024,49,358,18:22,414,5270
30/05/2024,31,54,14:41,231,1961
11/04/2024,25,49,19:32,81,2508
03/03/2024,45,436,18:30,101,3246
03/06/2024,54,288,20:01,288,4780
23/05/2024,18,252,9:48,313,3485
28/04/2024,70,334,11:21,95,4537
20/05/2024,60,70,9:04,266,1385
11/07/2024,76,520,17:09,251,1110
02/04/2024,57,365,9:01,51,5657
26/07/2024,36,187,18:10,75,2992
06/04/2024,78,393,17:08,364,2579
29/03/2024,64,269,13:55,151,5259
05/03/2024,42,435,13:17,340,3385
10/05/2024,51,258,15:52,64,4640
30/06/2024,54,93,13:39,371,4551
24/02/2024,54,477,15:11,153,2607
07/08/2024,36,408,14:48,98,2889
05/03/2024,53,513,16:54,166,4607
19/08/2024,78,549,12:44,371,2218
20/07/2024,47,265,20:46,55,4613
03/07/2024,2,150,13:17,382,1082
05/09/2024,35,360,12:29,243,3943
04/05/2024,60,126,12:33,277,4381
16/08/2024,28,226,12:05,137,1322
28/07/2024,7,217,10:19,310,1120
04/04/2024,64,118,15:12,360,5537
21/08/2024,29,74,20:27,238,4230
26/04/2024,32,322,13:12,425,3313
13/05/2024,80,282,10:54,311,4407
23/05/2024,37,141,12:23,85,5043
03/04/2024,29,48,11:41,455,3092
28/08/2024,8,430,16:33,460,3274
12/08/2024,18,322,17:10,237,4074
06/05/2024,28,298,20:07,443,2441
01/09/2024,18,372,19:38,268,5556
12/07/2024,60,563,18:21,461,5138
02/05/2024,20,450,11:11,71,1639
22/06/2024,29,210,15:09,368,2206
21/08/2024,53,423,13:28,263,2371
12/09/2024,17,382,17:48,205,3008
22/04/2024,75,112,13:34,177,2592
09/05/2024,35,148,15:31,133,908
06/07/2024,55,241,14:11,66,2474
21/08/2024,79,555,13:48,256,4532
10/09/2024,79,327,13:54,304,3313
24/06/2024,80,108,13:38,404,2913
27/08/2024,12,418,9:08,341,2839
27/08/2024,7,197,13:00,386,5672
14/08/2024,75,30,15:43,444,4666
23/07/2024,17,138,18:10,325,3576
10/09/2024,77,407,18:03,33,5733
16/08/2024,34,331,15:48,246,1452
21/06/2024,84,217,9:14,122,3580
07/07/2024,58,290,12:11,118,2689
13/09/2024,27,523,16:55,328,2961
11/06/2024,73,427,10:15,243,1004
13/09/2024,61,9,16:17,306,1949
03/08/2024,41,576,14:27,143,4375
09/07/2024,62,444,10:50,171,5620
25/04/2024,19,478,12:43,120,916
26/02/2024,45,121,16:55,239,4199
18/03/2024,10,425,11:54,282,5503
13/09/2024,12,494,17:29,241,2562
23/05/2024,63,97,16:23,467,2541
17/07/2024,11,325,12:12,244,5480
02/08/2024,16,424,18:32,340,1751
31/03/2024,69,161,9:16,384,3630
28/03/2024,47,455,12:21,426,3802
09/07/2024,71,165,19:52,108,922
02/05/2024,26,564,9:17,356,1617
15/05/2024,58,258,14:34,247,3638
12/09/2024,56,529,9:46,367,2328
28/07/2024,14,142,16:45,338,2219
23/05/2024,30,435,16:50,293,5263
30/05/2024,81,462,12:39,348,4961
15/06/2024,74,535,10:58,256,5029
01/04/2024,16,31,9:16,445,1386
22/07/2024,74,386,18:38,414,4720
10/06/2024,84,217,14:43,406,5077
10/08/2024,37,122,19:04,86,5343
27/03/2024,24,379,20:30,302,3467
13/03/2024,1,456,15:58,43,4687
06/06/2024,24,452,19:05,400,2348
25/04/2024,37,136,15:56,84,1973
03/05/2024,46,90,16:55,82,3471
15/08/2024,38,64,9:33,338,4245
01/05/2024,72,517,16:29,101,1371
31/05/2024,80,55,12:54,120,4456
20/06/2024,55,104,17:41,31,2270
17/05/2024,46,9,19:47,239,5636
31/03/2024,5,238,10:10,182,3344
18/06/2024,79,354,15:06,38,887
16/08/2024,19,67,13:58,210,4287
29/04/2024,65,312,10:29,449,4001
21/08/2024,21,284,20:27,314,3008
19/05/2024,30,205,16:28,82,3247
26/07/2024,68,385,16:43,130,1451
24/04/2024,67,505,9:48,407,5319
16/06/2024,28,191,18:18,333,3373
27/04/2024,5,289,18:36,184,5730
08/09/2024,15,490,9:42,187,1156
01/03/2024,9,194,17:47,101,3714
25/04/2024,13,9,11:40,459,4368
27/06/2024,17,374,11:44,376,1465
07/06/2024,70,514,10:47,451,3090
29/03/2024,11,446,14:08,423,3899
15/09/2024,13,481,10:25,43,4649
16/06/2024,46,177,13:25,163,1387
14/09/2024,35,169,11:25,392,2912
09/03/2024,61,477,17:42,275,3450
17/07/2024,3,126,20:55,473,5226
22/04/2024,60,374,18:13,83,1705
24/08/2024,82,509,15:45,414,5013
28/05/2024,54,73,10:12,56,2731
25/06/2024,34,178,10:43,415,1191
19/04/2024,49,500,17:12,316,2457
20/04/2024,59,131,11:26,85,1674
09/05/2024,51,199,19:00,466,2722
15/03/2024,84,6,9:47,183,2918
17/09/2024,61,240,17:32,401,1727
04/07/2024,18,101,9:23,465,1928
06/09/2024,14,577,20:51,102,3930
24/04/2024,18,172,17:39,133,2213
02/06/2024,10,295,9:43,237,3884
04/06/2024,9,521,9:15,409,3443
13/09/2024,33,299,18:11,155,1259
28/06/2024,20,430,11:49,227,2493
12/08/2024,31,427,20:48,338,3163
09/05/2024,16,490,18:18,83,4029
06/04/2024,59,342,17:18,185,1387
05/06/2024,82,431,19:42,191,4376
24/03/2024,14,431,15:18,166,5223
21/04/2024,27,479,20:43,336,4425
28/03/2024,35,82,17:42,267,3505
02/08/2024,82,440,20:25,207,1671
16/07/2024,81,288,12:24,266,2280
10/06/2024,21,360,16:12,236,2269
25/05/2024,77,283,19:09,459,1159
17/03/2024,46,206,10:19,97,1534
06/04/2024,46,450,9:10,91,3565
12/05/2024,75,186,9:19,445,1169
29/04/2024,16,226,15:12,129,2332
10/07/2024,66,518,14:49,333,3332
08/03/2024,53,176,13:42,62,1723
18/05/2024,83,85,12:48,288,4055
16/05/2024,13,163,19:48,357,2945
02/08/2024,6,32,11:11,431,3097
13/06/2024,77,68,18:31,49,4002
26/07/2024,63,33,13:53,73,2795
28/06/2024,20,24,13:52,189,2412
29/05/2024,64,122,20:23,420,2096
06/03/2024,14,344,14:31,423,4616
21/05/2024,79,31,11:10,407,3493
04/03/2024,65,161,12:43,30,1690
13/08/2024,15,382,12:52,241,5763
17/03/2024,20,162,9:41,408,1439
16/03/2024,35,37,11:46,151,4756
25/05/2024,47,433,12:15,218,3585
19/03/2024,24,540,16:58,464,2924
17/05/2024,53,270,18:47,101,3106
31/08/2024,23,378,16:41,90,977
06/07/2024,1,305,18:34,413,2624
03/07/2024,8,488,20:03,217,3360
08/04/2024,48,531,16:10,158,2040
02/03/2024,41,301,18:06,473,2402
11/04/2024,18,344,10:53,212,976
25/03/2024,35,427,15:46,235,1081
02/07/2024,30,246,11:58,49,1300
03/03/2024,1,361,12:09,106,4492
03/03/2024,12,453,17:37,156,3550
04/04/2024,37,245,11:15,204,4689
04/04/2024,25,213,17:38,192,2618
22/07/2024,70,134,12:35,303,2836
26/07/2024,72,482,16:31,321,2828
11/06/2024,16,540,11:21,100,4713
24/07/2024,43,121,13:03,373,2743
23/03/2024,64,454,16:09,248,3611
10/09/2024,22,140,10:01,405,1907
01/03/2024,51,511,9:11,80,4185
04/06/2024,3,475,10:04,455,3993
04/09/2024,7,498,20:06,357,5285
30/08/2024,46,245,9:01,280,2619
05/07/2024,51,100,13:45,429,4696
16/09/2024,52,288,19:20,413,3361
08/04/2024,61,61,17:01,132,1120
19/03/2024,58,414,16:47,106,1458
01/08/2024,10,82,14:27,222,1916
12/08/2024,44,169,20:26,122,1850
19/04/2024,69,365,20:46,362,4326
29/07/2024,48,434,10:53,46,3539
24/08/2024,3,383,20:05,289,1361
24/07/2024,27,381,16:31,438,1696
26/02/2024,50,25,20:40,411,4280
06/07/2024,68,266,14:33,87,5484
09/07/2024,36,514,18:55,311,3918
01/06/2024,38,451,12:53,202,3319
26/06/2024,84,383,11:56,219,3672
09/04/2024,35,463,16:07,253,2229
17/09/2024,21,579,9:00,255,1875
14/07/2024,58,248,17:18,107,1789
29/08/2024,55,192,19:35,72,1788
11/04/2024,38,100,10:52,103,2304
03/07/2024,31,434,11:20,41,5177
24/07/2024,4,462,11:08,167,909
01/07/2024,1,386,20:02,44,4157
28/02/2024,75,510,17:25,297,3457
14/05/2024,75,397,14:04,135,4255
16/07/2024,48,54,18:41,239,945
19/08/2024,73,306,13:31,281,3310
20/08/2024,26,381,15:02,162,1427
25/07/2024,37,225,12:25,248,992
06/07/2024,17,138,11:50,120,1528
16/09/2024,47,304,9:31,444,2043
31/08/2024,75,522,16:56,454,3800
28/08/2024,82,443,13:24,255,3007
24/08/2024,84,573,19:41,261,2608
15/09/2024,16,174,20:58,402,5467
19/05/2024,70,24,16:37,206,4150
25/06/2024,67,128,18:59,445,3839
14/04/2024,57,436,18:10,33,2884
19/03/2024,10,443,19:09,421,5612
22/02/2024,52,40,9:47,301,1268
30/08/2024,80,101,17:29,169,3648
31/05/2024,82,354,12:56,433,3541
19/06/2024,39,321,14:04,231,3048
10/05/2024,67,491,12:10,375,889
16/09/2024,16,504,14:26,372,3416
06/08/2024,20,426,15:58,201,5078
29/04/2024,11,489,10:21,392,5805
26/07/2024,5,256,10:58,185,3982
28/06/2024,42,571,16:53,367,3499
07/03/2024,60,394,18:23,281,2720
19/08/2024,57,461,16:45,142,5755
04/05/2024,19,3,10:17,148,2875
20/04/2024,3,451,10:49,452,1534
03/06/2024,39,214,17:06,429,1328
03/09/2024,6,53,19:38,91,5461
26/06/2024,54,414,14:40,74,1398
16/07/2024,60,2,12:18,173,4189
12/08/2024,53,356,13:22,234,2106
18/05/2024,22,128,14:44,225,2054
20/05/2024,62,98,18:54,79,4304
11/08/2024,75,168,13:37,40,1704
10/08/2024,28,443,12:38,99,2804
07/09/2024,51,266,14:11,106,5525
04/09/2024,81,375,17:06,319,4872
21/05/2024,44,296,15:30,405,2129
21/08/2024,66,544,14:49,283,4168
23/05/2024,78,174,11:19,372,3196
09/08/2024,7,4,17:28,323,3502
16/07/2024,27,43,12:32,340,3145
20/04/2024,16,210,11:11,135,5032
14/09/2024,42,319,19:22,284,2661
12/09/2024,54,375,15:35,60,3124
23/02/2024,37,385,16:56,201,1175
30/08/2024,18,217,16:11,318,2464
02/08/2024,49,355,9:26,359,5132
24/03/2024,79,98,9:32,94,4317
29/08/2024,1,414,12:52,452,4410
24/02/2024,30,47,13:18,90,4572
24/04/2024,4,575,19:39,33,2567
09/08/2024,21,531,9:46,359,4575
08/04/2024,42,130,10:59,221,3073
25/02/2024,31,339,12:00,344,3428
27/06/2024,29,426,17:25,156,2307
06/09/2024,5,20,19:51,201,4209
03/05/2024,21,170,9:10,203,5246
22/04/2024,54,183,19:12,272,2417
10/05/2024,19,337,12:28,369,2473
21/03/2024,6,287,17:42,301,5112
20/08/2024,74,409,10:13,453,4369
28/06/2024,31,391,12:57,183,3416
13/08/2024,20,263,11:48,316,3247
29/07/2024,57,156,20:53,137,1682
19/07/2024,43,2,12:32,445,4050
08/03/2024,21,177,19:07,123,4447
01/07/2024,18,111,13:04,286,1023
22/05/2024,43,195,10:19,288,3505
21/07/2024,63,351,9:10,159,2387
12/03/2024,25,192,11:31,74,1700
05/05/2024,67,193,10:15,167,1236
03/09/2024,22,150,15:20,75,3883
17/09/2024,57,566,13:10,438,5481
01/07/2024,67,273,17:36,63,5116
09/07/2024,58,33,19:11,355,3414
21/06/2024,44,306,16:30,338,3123
23/08/2024,29,74,12:29,316,1581
22/06/2024,70,538,16:39,452,1418
25/02/2024,36,254,11:05,271,2972
14/07/2024,8,182,9:20,292,1882
15/09/2024,74,75,9:18,269,5560
28/03/2024,26,249,9:08,414,2657
23/05/2024,30,503,13:26,105,5003
30/04/2024,33,181,20:46,327,2492
18/07/2024,36,186,11:06,299,3414
06/07/2024,50,389,14:36,78,1949
04/03/2024,25,448,11:08,117,3481
27/05/2024,49,285,19:16,146,4157
02/06/2024,19,70,20:28,93,2139
25/06/2024,69,210,10:43,75,5532
21/05/2024,75,548,20:54,275,3831
13/05/2024,67,473,10:35,226,2181
22/08/2024,50,418,13:15,82,4457
22/03/2024,19,61,13:39,156,4336
12/08/2024,22,319,18:55,404,4076
08/05/2024,60,422,9:36,239,4784
08/06/2024,6,247,16:40,102,3544
08/07/2024,40,576,14:43,342,1781
19/04/2024,35,324,14:14,296,4238
04/09/2024,26,540,12:59,376,3789
06/08/2024,27,427,14:22,386,5717
27/04/2024,74,423,10:13,92,3151
15/04/2024,33,310,10:19,206,1067
27/07/2024,46,221,20:13,363,4334
27/08/2024,80,201,10:47,250,3858
04/06/2024,21,533,16:08,52,3740
17/03/2024,6,380,19:28,342,5753
10/08/2024,48,358,12:27,387,3106
22/08/2024,51,520,18:05,150,3068
20/08/2024,42,517,19:46,90,2221
07/09/2024,29,419,16:57,194,1747
30/04/2024,65,429,17:23,128,2313
09/07/2024,36,258,9:18,190,4858
17/08/2024,9,139,18:45,377,4935
28/08/2024,74,392,12:25,259,3463
09/05/2024,36,236,15:19,156,5261
15/06/2024,38,517,14:08,43,3133
17/03/2024,24,370,14:45,114,4290
02/05/2024,47,276,16:51,152,1999
30/08/2024,50,143,14:15,312,3359
01/03/2024,17,574,14:49,70,1074
03/08/2024,73,521,16:22,129,2658
23/05/2024,32,44,10:27,211,3599
26/07/2024,36,522,15:32,165,5576
24/05/2024,37,333,15:06,319,5589
07/05/2024,45,70,15:39,277,5688
02/04/2024,1,570,11:00,270,1422
29/07/2024,70,132,18:54,214,4346
25/05/2024,16,178,13:14,316,1857
01/03/2024,24,98,9:23,402,5610
06/05/2024,27,535,20:50,367,4130
28/05/2024,20,143,19:57,135,5336
03/04/2024,19,166,11:46,28,1152
16/05/2024,47,494,20:00,389,1837
26/07/2024,44,518,20:15,114,2514
15/04/2024,83,487,20:20,94,1739
11/04/2024,22,354,15:28,251,2224
25/07/2024,49,421,12:15,378,902
05/07/2024,7,38,16:14,371,3571
12/03/2024,45,75,11:38,30,4337
16/04/2024,16,358,12:31,187,4743
01/03/2024,45,64,17:50,415,2016
11/08/2024,64,118,20:52,334,969
29/02/2024,9,252,15:27,292,3899
23/06/2024,25,559,14:21,43,1547
02/06/2024,28,413,15:17,119,3297
31/05/2024,37,534,14:42,275,1013
29/06/2024,77,374,10:50,197,2769
17/05/2024,18,77,14:44,172,5420
29/05/2024,42,44,11:50,465,5412
24/07/2024,30,327,20:55,39,2908
24/05/2024,34,179,9:18,250,1984
06/08/2024,24,554,18:02,51,1559
12/07/2024,37,118,9:58,220,2506
25/04/2024,44,106,9:17,228,2800
03/03/2024,23,486,17:14,190,3165
30/04/2024,40,574,12:07,331,1005
01/09/2024,19,475,19:49,84,1741
23/03/2024,53,205,15:23,63,1714
03/09/2024,66,84,18:03,445,4196
01/06/2024,66,563,14:25,158,4338
12/05/2024,74,532,11:36,251,3526
29/08/2024,37,559,10:45,173,4747
25/08/2024,39,156,19:38,215,2728
06/04/2024,64,210,19:15,171,4401
16/05/2024,27,109,18:28,230,2720
16/07/2024,17,563,13:00,408,2860
15/08/2024,28,160,19:32,271,5735
12/07/2024,8,384,11:39,163,1928
02/05/2024,73,288,18:39,235,1706
28/05/2024,4,559,10:09,169,2507
27/03/2024,28,145,20:02,425,4721
20/04/2024,76,28,11:21,377,5106
13/05/2024,12,79,18:40,293,4452
30/07/2024,63,423,19:30,285,1344
22/07/2024,74,305,13:59,114,1619
04/03/2024,72,29,17:18,365,1980
23/08/2024,2,405,15:36,49,4199
14/06/2024,31,499,15:35,214,1189
02/03/2024,53,154,12:29,179,3807
05/07/2024,67,16,17:12,292,4418
12/06/2024,39,565,15:20,276,4220
12/07/2024,71,200,17:22,119,1511
05/03/2024,75,529,16:31,434,5460
01/08/2024,8,9,13:24,245,1143
19/04/2024,6,103,16:11,31,4178
16/05/2024,41,267,16:00,173,5557
21/03/2024,67,210,13:19,217,2129
16/06/2024,28,195,13:25,203,5432
10/05/2024,62,30,14:37,391,2527
05/09/2024,8,540,13:30,398,5725
11/06/2024,62,273,15:37,158,5036
22/03/2024,10,259,16:07,365,5739
04/09/2024,50,90,16:18,443,2353
05/06/2024,47,287,11:59,175,4673
06/06/2024,57,104,12:32,81,2967
02/05/2024,74,345,10:14,258,3851
05/06/2024,5,94,20:21,217,2039
01/08/2024,64,374,13:05,458,4046
25/03/2024,82,167,15:42,337,1831
31/07/2024,18,391,15:01,44,4205
18/07/2024,51,83,17:41,96,4578
05/07/2024,28,23,11:00,244,4931
07/06/2024,25,358,19:44,441,3650
29/06/2024,34,564,10:46,28,4185
17/06/2024,68,29,12:51,114,5015
11/04/2024,44,484,10:56,300,3997
05/03/2024,41,68,9:15,53,2515
23/04/2024,35,395,20:54,283,4197
28/07/2024,76,457,11:16,185,2183
19/08/2024,30,92,12:25,400,5602
20/07/2024,22,391,15:38,132,4111
27/05/2024,79,47,11:08,428,1830
29/04/2024,82,13,13:05,247,2940
01/07/2024,3,434,11:28,447,3580
23/04/2024,51,547,20:33,427,3691
19/07/2024,10,167,17:01,166,3878
02/06/2024,38,420,20:04,172,5597
08/06/2024,47,368,15:39,213,4881
06/03/2024,79,163,9:12,142,4883
11/04/2024,71,536,10:25,339,3644
13/09/2024,44,472,13:01,45,3460
08/06/2024,71,174,16:00,145,4200
04/05/2024,44,243,19:36,265,5530
27/07/2024,59,556,12:14,443,1236
21/03/2024,64,234,18:20,458,3314
14/04/2024,83,266,20:28,328,2232
11/08/2024,76,177,9:05,256,3943
20/04/2024,81,417,10:28,137,4968
11/08/2024,76,446,15:59,181,1924
23/07/2024,21,494,10:44,247,4060
03/03/2024,1,345,17:41,146,1642
03/09/2024,79,466,14:00,45,4822
15/07/2024,36,361,17:47,278,1485
21/07/2024,38,419,20:46,458,1958
19/03/2024,53,396,14:03,130,3897
22/04/2024,58,508,18:24,371,952
26/05/2024,70,572,14:09,145,1431
14/06/2024,44,126,15:27,88,4419
11/09/2024,26,73,12:21,41,5115
17/09/2024,19,496,11:46,273,3289
28/06/2024,80,317,14:11,381,5587
18/04/2024,73,34,10:57,75,2836
22/05/2024,74,505,16:43,429,4778
29/05/2024,53,455,20:43,268,3271
12/06/2024,5,156,12:04,469,2467
20/07/2024,31,376,9:58,98,4910
22/03/2024,18,104,15:31,356,3070
22/08/2024,38,441,17:40,151,3810
06/04/2024,16,134,12:26,71,1124
19/07/2024,43,396,10:23,258,1964
05/09/2024,58,445,18:17,158,1755
03/08/2024,75,529,10:32,403,1620
11/06/2024,24,232,18:11,457,4170
24/02/2024,67,123,18:16,241,1221
11/07/2024,16,479,13:32,358,5590
19/05/2024,70,244,20:15,341,2270
06/09/2024,38,427,20:21,449,4908
07/03/2024,40,448,14:19,145,2256
23/05/2024,49,545,15:26,274,1525
28/03/2024,50,451,15:58,268,3159
13/05/2024,7,338,19:41,182,3293
03/09/2024,12,70,20:47,54,2812
01/09/2024,74,342,14:49,244,3043
01/07/2024,25,65,18:51,324,4531
13/09/2024,26,99,9:55,143,927
16/07/2024,15,40,16:11,395,1648
14/05/2024,78,474,9:55,443,2167
03/03/2024,2,582,20:33,214,2847
30/04/2024,25,564,13:15,253,5488
25/02/2024,48,91,11:21,111,1963
07/04/2024,47,154,11:24,149,1345
01/08/2024,2,191,19:56,296,2569
22/05/2024,64,7,16:45,262,3970
13/06/2024,78,101,19:00,405,1962
16/09/2024,69,372,19:13,303,2065
02/03/2024,20,137,16:02,118,4264
